miRNA	Position in the UTR	seed match	context++ score	context++ score percentile	weighted context++ score	conserved branch length	Pct	Predicted relative KD
hsa-miR-1293	466-472	7mer-m8	-0.29	 96	-0.29	0.016	N/A	N/A
hsa-miR-4651	467-474	8mer	-0.55	 98	-0.54	0.000	N/A	N/A
hsa-miR-608	467-474	8mer	-0.51	 97	-0.51	0.000	N/A	N/A
hsa-miR-6737-5p	468-475	8mer	-0.37	 97	-0.37	0.000	N/A	N/A
hsa-miR-6819-5p	468-475	8mer	-0.38	 97	-0.38	0.000	N/A	N/A
hsa-miR-6812-5p	468-475	8mer	-0.41	 97	-0.41	0.000	N/A	N/A
hsa-miR-6747-5p	468-474	7mer-1A	-0.20	 88	-0.20	0.000	N/A	N/A
hsa-miR-342-5p	468-474	7mer-1A	-0.14	 79	-0.14	0.031	N/A	N/A
hsa-miR-4664-5p	468-474	7mer-1A	-0.08	 71	-0.08	0.031	N/A	N/A
hsa-miR-5572	469-475	7mer-m8	-0.11	 82	-0.11	0.000	N/A	N/A
hsa-miR-3170	469-475	7mer-1A	-0.14	 78	-0.13	0.000	N/A	N/A
hsa-miR-6855-5p	469-475	7mer-1A	-0.11	 73	-0.11	0.000	N/A	N/A
hsa-miR-92a-1-5p	471-477	7mer-m8	-0.25	 86	-0.25	0.000	N/A	N/A
hsa-miR-4507	473-479	7mer-m8	-0.17	 86	-0.17	0.000	N/A	N/A
hsa-miR-3940-5p	473-479	7mer-m8	-0.12	 85	-0.11	0.000	N/A	N/A
hsa-miR-6793-5p	474-480	7mer-m8	-0.21	 89	-0.21	0.483	N/A	N/A
hsa-miR-4481	476-482	7mer-m8	-0.26	 94	-0.26	0.000	N/A	N/A
hsa-miR-4745-5p	476-482	7mer-m8	-0.26	 90	-0.26	0.000	N/A	N/A
hsa-miR-4270	480-486	7mer-m8	-0.26	 95	-0.26	0.000	N/A	N/A
hsa-miR-4441	480-486	7mer-m8	-0.25	 95	-0.25	0.000	N/A	N/A
hsa-miR-6754-5p	480-486	7mer-m8	-0.26	 95	-0.26	0.000	N/A	N/A
hsa-miR-4999-3p	486-492	7mer-1A	-0.11	 74	-0.10	0.000	N/A	N/A
hsa-miR-6847-5p	494-500	7mer-m8	-0.22	 95	-0.22	0.000	N/A	N/A
hsa-miR-4799-5p	501-507	7mer-1A	-0.01	 54	-0.01	0.000	N/A	N/A
hsa-miR-4694-5p	506-512	7mer-1A	-0.23	 89	-0.23	0.000	N/A	N/A
hsa-miR-6838-3p	519-525	7mer-1A	-0.20	 91	-0.20	0.000	N/A	N/A
hsa-miR-4540	519-525	7mer-m8	-0.25	 91	-0.25	0.000	N/A	N/A
hsa-miR-554	520-527	8mer	-0.50	 99	-0.50	0.043	N/A	N/A
hsa-miR-4311	536-542	7mer-m8	-0.14	 97	-0.14	0.000	N/A	N/A
hsa-let-7d-3p	544-551	8mer	-0.59	 98	-0.59	0.137	N/A	N/A
hsa-let-7e-3p	545-551	7mer-1A	-0.28	 84	-0.28	0.243	N/A	N/A
hsa-miR-1283	554-560	7mer-1A	-0.17	 90	-0.17	0.016	N/A	N/A
hsa-miR-3618	555-562	8mer	-0.48	 98	-0.48	0.000	N/A	N/A
hsa-miR-934	556-562	7mer-1A	-0.15	 72	-0.15	0.043	N/A	-3.757
hsa-miR-595	560-566	7mer-1A	-0.04	 75	-0.04	0.043	N/A	N/A
hsa-miR-5697	565-571	7mer-1A	-0.13	 89	-0.13	0.000	N/A	N/A
hsa-miR-548c-3p	573-580	8mer	-0.03	 93	-0.03	0.016	N/A	N/A
hsa-miR-548at-5p	579-585	7mer-m8	-0.10	 91	-0.10	0.000	N/A	N/A
hsa-miR-5680	588-594	7mer-1A	-0.01	 53	-0.01	0.000	N/A	N/A
hsa-miR-5696	593-599	7mer-m8	-0.02	 50	-0.02	0.000	N/A	N/A
hsa-miR-4729	593-599	7mer-1A	-0.01	 37	-0.01	0.000	N/A	N/A
hsa-miR-6758-3p	595-601	7mer-1A	-0.04	 69	-0.04	0.000	N/A	N/A
hsa-miR-4310	605-612	8mer	-0.21	 97	-0.21	0.000	N/A	N/A
hsa-miR-7157-5p	605-612	8mer	-0.26	 96	-0.26	0.000	N/A	N/A
hsa-miR-3617-3p	607-613	7mer-m8	-0.19	 84	-0.18	0.031	N/A	N/A
hsa-miR-499b-3p	610-616	7mer-1A	-0.04	 67	-0.04	0.043	N/A	N/A
hsa-miR-499a-3p	610-616	7mer-1A	-0.04	 67	-0.04	0.043	N/A	N/A
hsa-miR-488-3p	618-624	7mer-m8	-0.18	 93	-0.18	2.035	N/A	-3.995
hsa-miR-6730-5p	618-624	7mer-1A	-0.07	 77	-0.07	0.000	N/A	N/A
hsa-miR-5681a	618-624	7mer-1A	-0.09	 75	-0.09	0.000	N/A	N/A
hsa-miR-8068	632-638	7mer-m8	-0.14	 81	-0.14	0.000	N/A	N/A
hsa-miR-627-3p	640-646	7mer-m8	-0.08	 80	-0.08	0.000	N/A	N/A
hsa-miR-4803	648-654	7mer-m8	-0.02	 41	-0.02	0.031	N/A	N/A
hsa-miR-3646	653-659	7mer-m8	-0.04	 85	-0.04	0.000	N/A	N/A
hsa-miR-3662	654-660	7mer-m8	-0.02	 64	-0.02	0.000	N/A	N/A
hsa-miR-510-3p	659-665	7mer-1A	-0.03	 79	-0.03	0.000	N/A	N/A
hsa-miR-6832-3p	664-671	8mer	-0.37	 98	-0.37	0.483	N/A	N/A
hsa-miR-4755-5p	666-672	7mer-m8	-0.15	 91	-0.15	0.000	N/A	N/A
hsa-miR-5006-3p	666-672	7mer-m8	-0.15	 91	-0.15	0.000	N/A	N/A
hsa-miR-623	666-672	7mer-1A	-0.13	 83	-0.13	0.000	N/A	N/A
hsa-miR-3682-5p	670-676	7mer-1A	-0.07	 67	-0.07	0.000	N/A	N/A
hsa-miR-6885-3p	675-681	7mer-m8	-0.11	 87	-0.11	0.000	N/A	N/A
hsa-miR-16-2-3p	684-690	7mer-m8	-0.08	 84	-0.08	0.031	N/A	N/A
hsa-miR-195-3p	684-690	7mer-m8	-0.07	 82	-0.07	0.031	N/A	N/A
hsa-miR-182-5p	688-694	7mer-m8	-0.21	 86	-0.20	1.422	0.12	-3.461
hsa-miR-4715-5p	690-696	7mer-m8	-0.37	 97	-0.37	0.031	N/A	N/A
hsa-miR-571	691-697	7mer-m8	-0.28	 93	-0.28	0.000	N/A	N/A
hsa-miR-5197-3p	695-702	8mer	-0.36	 99	-0.36	0.000	N/A	N/A
hsa-miR-3121-3p	699-706	8mer	-0.13	 95	-0.13	0.016	N/A	-4.071
hsa-miR-7151-5p	706-712	7mer-1A	-0.06	 81	-0.06	0.000	N/A	-3.089
hsa-miR-144-5p	709-715	7mer-1A	-0.14	 80	-0.14	0.000	N/A	-3.576
hsa-miR-3689e	710-717	8mer	-0.28	 95	-0.28	0.000	N/A	N/A
hsa-miR-3689a-5p	710-717	8mer	-0.28	 95	-0.28	0.000	N/A	N/A
hsa-miR-3689b-5p	710-717	8mer	-0.28	 95	-0.28	0.000	N/A	N/A
hsa-miR-3689f	710-717	8mer	-0.27	 94	-0.27	0.000	N/A	N/A
hsa-miR-6818-5p	713-719	7mer-m8	-0.24	 97	-0.24	0.000	N/A	N/A
hsa-miR-511-3p	715-721	7mer-1A	-0.12	 80	-0.12	0.031	N/A	-3.410
hsa-miR-8075	721-727	7mer-1A	-0.14	 72	-0.14	0.000	N/A	N/A
hsa-miR-93-3p	722-728	7mer-m8	-0.16	 89	-0.16	0.666	N/A	N/A
hsa-miR-370-3p	723-730	8mer	-0.35	 98	-0.35	1.655	N/A	-3.605
hsa-miR-6893-3p	723-730	8mer	-0.41	 98	-0.41	1.655	N/A	-4.674
hsa-miR-1976	725-731	7mer-m8	-0.23	 95	-0.23	0.223	N/A	N/A
hsa-miR-483-3p.1	727-733	7mer-1A	-0.06	 75	-0.06	1.775	N/A	-1.968
hsa-miR-556-3p	731-737	7mer-1A	-0.04	 68	-0.04	0.016	N/A	-3.652
hsa-miR-513a-3p	736-742	7mer-1A	-0.01	 57	-0.01	0.000	N/A	N/A
hsa-miR-513c-3p	736-742	7mer-1A	-0.01	 57	-0.01	0.000	N/A	N/A
hsa-miR-3606-3p	736-742	7mer-1A	-0.01	 57	-0.01	0.000	N/A	N/A
hsa-miR-4677-3p	743-749	7mer-m8	-0.24	 96	-0.24	0.031	N/A	-2.675
hsa-miR-512-3p	747-753	7mer-m8	-0.21	 94	-0.21	0.043	N/A	-3.917
hsa-miR-302b-3p	748-754	7mer-m8	-0.12	 84	-0.11	0.093	< 0.1	-3.948
hsa-miR-372-3p	748-754	7mer-m8	-0.12	 83	-0.12	0.093	< 0.1	-4.494
hsa-miR-302a-3p	748-754	7mer-m8	-0.10	 82	-0.10	0.093	< 0.1	-3.948
hsa-miR-302c-3p.1	748-754	7mer-m8	-0.10	 82	-0.10	0.093	< 0.1	-3.948
hsa-miR-302d-3p	748-754	7mer-m8	-0.10	 82	-0.10	0.093	< 0.1	-3.948
hsa-miR-520e	748-754	7mer-m8	-0.09	 81	-0.09	0.093	< 0.1	-3.895
hsa-miR-520c-3p	748-754	7mer-m8	-0.11	 81	-0.10	0.093	< 0.1	-3.895
hsa-miR-302e	748-754	7mer-m8	-0.09	 81	-0.09	0.093	< 0.1	-3.948
hsa-miR-520b	748-754	7mer-m8	-0.11	 81	-0.10	0.093	< 0.1	-3.895
hsa-miR-373-3p	748-754	7mer-m8	-0.04	 79	-0.04	0.093	< 0.1	-3.961
hsa-miR-520a-3p	748-754	7mer-m8	-0.08	 78	-0.08	0.093	< 0.1	-3.895
hsa-miR-520d-3p	748-754	7mer-m8	-0.08	 78	-0.08	0.093	< 0.1	-3.895
hsa-miR-570-3p	754-761	8mer	-0.08	 76	-0.08	0.000	N/A	N/A
hsa-miR-3140-5p	758-764	7mer-1A	-0.14	 90	-0.14	0.000	N/A	N/A
hsa-miR-676-3p	761-767	7mer-1A	-0.17	 88	-0.17	0.016	N/A	-3.159
hsa-miR-2355-3p	761-767	7mer-m8	-0.14	 76	-0.14	0.000	N/A	-3.491
hsa-miR-6755-3p	763-769	7mer-1A	-0.15	 69	-0.15	0.000	N/A	N/A
hsa-miR-3616-5p	768-774	7mer-m8	-0.22	 94	-0.22	0.031	N/A	N/A
hsa-miR-4795-5p	768-774	7mer-1A	-0.26	 94	-0.26	0.000	N/A	N/A
hsa-miR-573	768-774	7mer-m8	-0.22	 94	-0.21	0.031	N/A	N/A
hsa-miR-3646	771-777	7mer-m8	-0.02	 48	-0.02	0.000	N/A	N/A
hsa-miR-3662	772-778	7mer-m8	-0.02	 64	-0.02	0.000	N/A	N/A
hsa-miR-3140-5p	777-783	7mer-1A	-0.15	 90	-0.15	0.000	N/A	N/A
hsa-miR-1200	778-784	7mer-1A	-0.14	 85	-0.14	0.000	N/A	N/A
hsa-miR-378a-5p	778-784	7mer-1A	-0.09	 83	-0.09	0.000	N/A	N/A
hsa-miR-3074-5p	779-785	7mer-1A	-0.08	 88	-0.07	0.000	N/A	N/A
hsa-miR-7152-5p	779-785	7mer-1A	-0.08	 82	-0.07	0.000	N/A	N/A
hsa-miR-376a-2-5p	784-790	7mer-m8	-0.12	 83	-0.12	0.223	N/A	N/A
hsa-miR-4476	790-796	7mer-1A	-0.09	 80	-0.09	0.000	N/A	N/A
hsa-miR-6876-5p	790-796	7mer-1A	-0.07	 75	-0.07	0.000	N/A	N/A
hsa-miR-8065	791-798	8mer	-0.29	 92	-0.29	0.000	N/A	N/A
hsa-miR-20b-3p	794-800	7mer-1A	-0.09	 78	-0.09	0.000	N/A	N/A
hsa-miR-3137	794-800	7mer-1A	-0.05	 69	-0.05	0.000	N/A	N/A
hsa-miR-760	797-804	8mer	-0.49	 98	-0.49	1.727	N/A	-5.192
hsa-miR-8057	798-805	8mer	-0.34	 98	-0.34	0.483	N/A	N/A
hsa-miR-6822-3p	798-804	7mer-1A	-0.18	 86	-0.18	0.000	N/A	N/A
hsa-miR-1256	806-812	7mer-1A	-0.23	 91	-0.23	0.170	N/A	N/A
hsa-miR-5197-5p	808-814	7mer-m8	-0.24	 94	-0.24	0.000	N/A	N/A
hsa-miR-522-3p	810-816	7mer-1A	-0.06	 82	-0.06	0.043	N/A	-2.955
hsa-miR-4694-3p	810-816	7mer-1A	-0.05	 71	-0.05	0.000	N/A	N/A
hsa-miR-224-3p	810-816	7mer-1A	-0.02	 50	-0.02	0.043	N/A	-3.483
hsa-miR-4639-5p	814-820	7mer-1A	-0.12	 82	-0.12	0.000	N/A	N/A
hsa-miR-137	816-823	8mer	-0.38	 96	-0.38	1.613	< 0.1	-5.622
hsa-miR-325-3p	818-824	7mer-1A	-0.01	 41	-0.01	1.517	N/A	-2.979
hsa-miR-6513-3p	827-833	7mer-m8	-0.23	 96	-0.23	0.000	N/A	N/A
hsa-miR-3929	834-840	7mer-m8	-0.12	 96	-0.12	0.000	N/A	N/A
hsa-miR-4419b	834-840	7mer-m8	-0.11	 95	-0.11	0.000	N/A	N/A
hsa-miR-4478	834-840	7mer-m8	-0.10	 94	-0.10	0.000	N/A	N/A
hsa-miR-6884-5p	835-842	8mer	-0.38	 98	-0.38	1.032	N/A	-5.112
hsa-miR-485-5p	835-842	8mer	-0.37	 98	-0.37	1.032	N/A	-4.418
hsa-miR-3975	836-842	7mer-1A	-0.15	 89	-0.15	0.000	N/A	N/A
hsa-miR-3188	836-842	7mer-1A	-0.10	 84	-0.10	0.000	N/A	N/A
hsa-miR-2467-5p	836-842	7mer-1A	-0.06	 75	-0.06	0.000	N/A	N/A
hsa-miR-4649-3p	837-844	8mer	-0.45	 99	-0.45	0.000	N/A	N/A
hsa-miR-7162-3p	838-844	7mer-1A	-0.16	 94	-0.16	0.000	N/A	N/A
hsa-miR-4653-5p	839-845	7mer-m8	-0.14	 87	-0.14	0.000	N/A	N/A
hsa-miR-3921	839-845	7mer-m8	-0.13	 86	-0.12	0.000	N/A	N/A
hsa-miR-5691	841-847	7mer-m8	-0.23	 94	-0.23	0.000	N/A	-4.972
hsa-miR-6805-3p	841-847	7mer-m8	-0.20	 92	-0.20	0.000	N/A	-5.391
hsa-miR-3194-3p	841-847	7mer-1A	-0.10	 77	-0.10	0.000	N/A	-2.466
hsa-miR-8078	858-864	7mer-1A	-0.14	 79	-0.14	0.000	N/A	N/A
hsa-miR-590-3p	867-874	8mer	-0.03	 79	-0.03	0.043	N/A	N/A
hsa-miR-4775	868-874	7mer-m8	-0.02	 47	-0.02	0.000	N/A	N/A
hsa-miR-1185-5p	873-879	7mer-m8	-0.31	 96	-0.31	0.187	N/A	-5.729
hsa-miR-3679-5p	873-879	7mer-m8	-0.25	 93	-0.25	0.187	N/A	-5.569
hsa-miR-583	876-882	7mer-m8	-0.18	 96	-0.18	0.043	N/A	N/A
hsa-miR-524-5p	879-886	8mer	-0.19	 98	-0.18	0.031	N/A	-5.405
hsa-miR-520d-5p	879-886	8mer	-0.19	 98	-0.18	0.031	N/A	-5.405
hsa-miR-335-3p	891-897	7mer-m8	-0.02	 76	-0.02	0.239	N/A	N/A
hsa-miR-6782-3p	895-901	7mer-1A	-0.15	 91	-0.15	0.000	N/A	N/A
hsa-miR-3613-5p	899-906	8mer	-0.43	 98	-0.43	0.159	N/A	-4.522
hsa-miR-1267	902-908	7mer-1A	-0.21	 92	-0.21	0.016	N/A	N/A
hsa-miR-367-5p	902-908	7mer-1A	-0.12	 79	-0.12	0.000	N/A	N/A
hsa-miR-4652-3p	903-909	7mer-m8	-0.05	 86	-0.05	0.000	N/A	N/A
hsa-miR-4778-5p	904-911	8mer	-0.24	 97	-0.24	0.000	N/A	N/A
hsa-miR-586	911-917	7mer-m8	-0.19	 92	-0.19	0.016	N/A	N/A
hsa-miR-6800-5p	925-932	8mer	-0.34	 98	-0.34	0.000	N/A	N/A
hsa-miR-6802-5p	926-932	7mer-1A	-0.19	 76	-0.18	0.000	N/A	N/A
hsa-miR-1224-3p	938-945	8mer	-0.33	 97	-0.33	0.016	N/A	N/A
hsa-miR-1260a	939-945	7mer-m8	-0.23	 90	-0.23	0.170	N/A	N/A
hsa-miR-1260b	939-945	7mer-m8	-0.23	 90	-0.23	0.170	N/A	N/A
hsa-miR-532-3p	940-946	7mer-m8	-0.17	 93	-0.17	1.679	N/A	-2.369
hsa-miR-6749-3p	942-948	7mer-m8	-0.23	 88	-0.23	0.000	N/A	N/A
hsa-miR-4268	944-950	7mer-m8	-0.15	 88	-0.15	0.000	N/A	N/A
hsa-miR-8061	953-960	8mer	-0.17	 92	-0.17	0.000	N/A	N/A
hsa-miR-4760-5p	953-960	8mer	-0.15	 91	-0.15	0.000	N/A	N/A
hsa-miR-376a-5p	953-959	7mer-1A	-0.01	 45	-0.01	0.031	N/A	N/A
hsa-miR-32-3p	956-962	7mer-m8	-0.02	 73	-0.02	0.000	N/A	N/A
hsa-miR-548x-5p	964-970	7mer-m8	-0.17	 96	-0.17	0.000	N/A	N/A
hsa-miR-548g-5p	964-970	7mer-m8	-0.17	 96	-0.17	0.000	N/A	N/A
hsa-miR-548aj-5p	964-970	7mer-m8	-0.17	 96	-0.17	0.000	N/A	N/A
hsa-miR-548f-5p	964-970	7mer-m8	-0.15	 95	-0.15	0.000	N/A	N/A
hsa-miR-548p	965-972	8mer	-0.14	 94	-0.14	0.016	N/A	N/A
hsa-miR-625-3p	970-976	7mer-m8	-0.07	 85	-0.07	0.000	N/A	-2.896
hsa-miR-568	976-982	7mer-m8	-0.12	 84	-0.12	0.016	N/A	N/A
hsa-miR-3171	978-985	8mer	-0.44	 98	-0.44	0.000	N/A	-4.727
hsa-miR-3140-3p	991-997	7mer-1A	-0.15	 91	-0.15	0.000	N/A	-2.158
hsa-miR-6885-3p	993-1000	8mer	-0.36	 99	-0.36	0.000	N/A	N/A
hsa-miR-129-5p	995-1002	8mer	-0.22	 99	-0.22	0.531	< 0.1	-3.513
hsa-miR-6832-3p	1005-1011	7mer-m8	-0.17	 90	-0.17	0.000	N/A	N/A
hsa-miR-4313	1012-1018	7mer-1A	-0.25	 89	-0.25	0.000	N/A	N/A
hsa-miR-5186	1017-1023	7mer-m8	-0.02	 34	-0.02	0.000	N/A	N/A
hsa-miR-6077	1045-1051	7mer-m8	-0.11	 88	-0.11	0.000	N/A	N/A
hsa-miR-3125	1048-1054	7mer-m8	-0.16	 89	-0.16	0.000	N/A	N/A
hsa-miR-3916	1048-1054	7mer-m8	-0.08	 73	-0.08	0.000	N/A	N/A
hsa-miR-6859-5p	1048-1054	7mer-m8	-0.03	 66	-0.03	0.000	N/A	N/A
hsa-miR-8085	1051-1057	7mer-m8	-0.24	 91	-0.24	0.031	N/A	N/A
hsa-miR-6731-5p	1051-1057	7mer-m8	-0.23	 90	-0.23	0.031	N/A	N/A
hsa-miR-6760-5p	1052-1058	7mer-m8	-0.20	 91	-0.20	0.000	N/A	N/A
hsa-miR-4510	1053-1059	7mer-m8	-0.30	 95	-0.30	0.043	N/A	N/A
hsa-miR-6127	1053-1059	7mer-m8	-0.29	 94	-0.29	0.043	N/A	N/A
hsa-miR-6129	1053-1059	7mer-m8	-0.28	 94	-0.28	0.043	N/A	N/A
hsa-miR-6130	1053-1059	7mer-m8	-0.28	 94	-0.28	0.043	N/A	N/A
hsa-miR-6133	1053-1059	7mer-m8	-0.28	 94	-0.28	0.043	N/A	N/A
hsa-miR-4419a	1053-1059	7mer-m8	-0.27	 93	-0.27	0.043	N/A	N/A
hsa-miR-6873-5p	1054-1060	7mer-m8	-0.28	 96	-0.27	0.000	N/A	N/A
hsa-miR-6758-5p	1056-1062	7mer-m8	-0.24	 95	-0.24	0.000	N/A	N/A
hsa-miR-6856-5p	1056-1062	7mer-m8	-0.20	 93	-0.20	0.000	N/A	N/A
hsa-miR-4311	1060-1066	7mer-m8	-0.06	 89	-0.06	0.000	N/A	N/A
hsa-miR-4801	1070-1076	7mer-1A	-0.12	 91	-0.12	0.000	N/A	N/A
hsa-miR-4731-3p	1070-1076	7mer-1A	-0.11	 90	-0.11	0.000	N/A	N/A
hsa-miR-4738-3p	1078-1084	7mer-m8	-0.13	 88	-0.12	0.000	N/A	N/A
hsa-miR-4261	1080-1086	7mer-1A	-0.18	 89	-0.18	0.000	N/A	N/A
hsa-miR-3688-3p	1081-1087	7mer-m8	-0.03	 47	-0.03	0.000	N/A	N/A
hsa-miR-490-5p	1083-1089	7mer-1A	-0.10	 79	-0.10	0.031	N/A	N/A
hsa-miR-6830-3p	1088-1094	7mer-m8	-0.15	 90	-0.15	0.000	N/A	N/A
hsa-miR-506-5p	1094-1101	8mer	-0.26	 97	-0.26	0.000	N/A	-3.595
hsa-miR-892c-5p	1095-1101	7mer-1A	-0.03	 49	-0.03	0.016	N/A	-2.510
hsa-miR-5681b	1098-1104	7mer-1A	-0.19	 88	-0.18	0.000	N/A	N/A
hsa-miR-202-3p	1107-1113	7mer-1A	-0.19	 84	-0.19	0.271	N/A	N/A
hsa-miR-1304-5p	1109-1115	7mer-1A	-0.15	 83	-0.15	0.000	N/A	N/A
hsa-miR-4775	1113-1119	7mer-1A	-0.01	 30	-0.01	0.000	N/A	N/A
hsa-miR-4720-3p	1116-1122	7mer-1A	-0.18	 91	-0.18	0.000	N/A	N/A
hsa-miR-4804-3p	1116-1122	7mer-1A	-0.07	 80	-0.07	0.000	N/A	N/A
hsa-miR-5580-3p	1121-1127	7mer-m8	-0.08	 87	-0.08	0.000	N/A	N/A
hsa-miR-4789-3p	1123-1129	7mer-m8	-0.09	 83	-0.09	0.000	N/A	N/A
hsa-miR-548ao-5p	1129-1136	8mer	-0.23	 93	-0.23	0.031	N/A	N/A
hsa-miR-548ax	1129-1136	8mer	-0.23	 93	-0.23	0.031	N/A	N/A
hsa-miR-5585-5p	1130-1136	7mer-1A	-0.09	 80	-0.09	0.000	N/A	N/A
hsa-miR-3616-5p	1131-1137	7mer-1A	-0.13	 83	-0.13	0.031	N/A	N/A
hsa-miR-573	1131-1137	7mer-1A	-0.10	 78	-0.10	0.031	N/A	N/A
hsa-miR-4635	1132-1138	7mer-m8	-0.20	 97	-0.20	0.000	N/A	N/A
hsa-miR-496.2	1138-1144	7mer-m8	-0.16	 90	-0.16	1.924	N/A	-4.603
hsa-miR-424-3p	1143-1149	7mer-m8	-0.17	 89	-0.17	0.217	N/A	N/A
hsa-miR-548o-3p	1145-1151	7mer-1A	-0.08	 88	-0.08	0.043	N/A	-2.927
hsa-miR-1323	1145-1151	7mer-1A	-0.01	 36	-0.01	0.043	N/A	-3.210
hsa-miR-5587-5p	1163-1169	7mer-1A	-0.06	 66	-0.06	0.000	N/A	N/A
hsa-miR-6813-3p	1166-1172	7mer-m8	-0.19	 89	-0.19	0.000	N/A	N/A
hsa-miR-6835-3p	1171-1177	7mer-m8	-0.09	 90	-0.09	0.915	N/A	-3.797
hsa-miR-548e-5p	1172-1178	7mer-m8	-0.02	 39	-0.02	0.000	N/A	N/A
hsa-miR-4671-5p	1178-1184	7mer-m8	-0.27	 88	-0.27	0.000	N/A	N/A
hsa-miR-4680-5p	1188-1194	7mer-1A	-0.09	 75	-0.09	0.000	N/A	N/A
hsa-miR-1273f	1195-1201	7mer-m8	-0.13	 85	-0.12	0.000	N/A	N/A
hsa-miR-4709-3p	1199-1205	7mer-m8	-0.22	 96	-0.22	0.137	N/A	N/A
hsa-miR-143-5p	1211-1217	7mer-m8	-0.24	 97	-0.24	0.000	N/A	N/A
hsa-miR-519a-3p	1213-1219	7mer-m8	-0.20	 92	-0.20	0.287	N/A	-4.510
hsa-miR-519b-3p	1213-1219	7mer-m8	-0.20	 92	-0.20	0.287	N/A	-4.510
hsa-miR-519c-3p	1213-1219	7mer-m8	-0.20	 92	-0.20	0.287	N/A	-4.510
hsa-miR-548t-5p	1215-1222	8mer	-0.06	 87	-0.06	0.647	N/A	N/A
hsa-miR-548az-5p	1215-1222	8mer	-0.06	 87	-0.06	0.647	N/A	N/A
hsa-miR-548n	1216-1222	7mer-1A	-0.02	 53	-0.02	0.043	N/A	N/A
hsa-miR-4794	1221-1228	8mer	-0.31	 99	-0.31	0.000	N/A	N/A
hsa-miR-664a-5p	1221-1228	8mer	-0.34	 99	-0.34	0.000	N/A	N/A
hsa-miR-3064-5p	1222-1228	7mer-1A	-0.15	 85	-0.15	2.377	0.18	-3.688
hsa-miR-6504-5p	1222-1228	7mer-1A	-0.13	 81	-0.13	2.377	0.18	-3.840
hsa-miR-149-5p	1222-1228	7mer-1A	-0.08	 76	-0.08	2.377	N/A	-3.604
hsa-miR-518c-5p	1224-1230	7mer-1A	-0.16	 89	-0.16	0.000	N/A	N/A
hsa-miR-3191-5p	1224-1230	7mer-m8	-0.14	 86	-0.14	0.000	N/A	N/A
hsa-miR-6764-3p	1224-1230	7mer-1A	-0.08	 81	-0.08	0.000	N/A	N/A
hsa-miR-6824-3p	1224-1230	7mer-1A	-0.08	 81	-0.08	0.000	N/A	N/A
hsa-miR-330-5p	1224-1230	7mer-1A	-0.08	 72	-0.08	2.530	N/A	-2.127
hsa-miR-326	1224-1230	7mer-1A	-0.08	 70	-0.08	2.530	N/A	-2.437
hsa-miR-6857-5p	1239-1245	7mer-m8	-0.26	 96	-0.26	0.000	N/A	N/A
hsa-miR-4450	1239-1245	7mer-1A	-0.18	 79	-0.18	0.223	N/A	N/A
hsa-miR-491-5p	1240-1246	7mer-m8	-0.31	 95	-0.31	2.087	N/A	-4.418
hsa-miR-1296-3p	1241-1248	8mer	-0.44	 99	-0.43	0.031	N/A	N/A
hsa-miR-4727-3p	1242-1248	7mer-m8	-0.30	 93	-0.30	0.000	N/A	N/A
hsa-miR-6869-5p	1246-1253	8mer	-0.30	 98	-0.30	0.000	N/A	N/A
hsa-miR-4461	1249-1255	7mer-1A	-0.14	 87	-0.14	0.000	N/A	N/A
hsa-miR-4257	1258-1265	8mer	-0.47	 99	-0.47	0.000	N/A	N/A
hsa-miR-6847-5p	1259-1265	7mer-1A	-0.27	 97	-0.27	0.223	N/A	N/A
hsa-miR-892c-5p	1261-1267	7mer-m8	-0.08	 77	-0.08	0.287	N/A	-2.812
hsa-miR-181c-5p	1263-1269	7mer-m8	-0.11	 80	-0.11	2.045	< 0.1	-2.896
hsa-miR-181a-5p	1263-1269	7mer-m8	-0.11	 80	-0.11	2.045	< 0.1	-2.896
hsa-miR-181b-5p	1263-1269	7mer-m8	-0.10	 77	-0.10	2.045	< 0.1	-3.100
hsa-miR-181d-5p	1263-1269	7mer-m8	-0.10	 77	-0.10	2.045	< 0.1	-3.100
hsa-miR-4262	1263-1269	7mer-m8	-0.04	 72	-0.04	2.045	< 0.1	-2.820
hsa-miR-3143	1265-1271	7mer-m8	-0.02	 43	-0.02	0.000	N/A	N/A
hsa-miR-194-5p	1267-1273	7mer-1A	-0.09	 73	-0.09	2.066	< 0.1	-4.196
hsa-miR-10a-3p	1275-1282	8mer	-0.25	 99	-0.25	0.000	N/A	N/A
hsa-miR-3607-3p	1279-1285	7mer-m8	-0.13	 90	-0.13	0.000	N/A	N/A
hsa-miR-151a-3p	1283-1289	7mer-m8	-0.24	 92	-0.24	1.208	N/A	-4.998
hsa-miR-4499	1283-1289	7mer-1A	-0.16	 88	-0.15	0.000	N/A	N/A
hsa-miR-4463	1283-1289	7mer-1A	-0.07	 81	-0.07	0.000	N/A	N/A
hsa-miR-28-3p	1286-1292	7mer-1A	-0.11	 81	-0.11	1.021	N/A	-2.369
hsa-miR-2054	1295-1301	7mer-m8	-0.08	 82	-0.08	0.000	N/A	N/A
hsa-miR-380-3p	1296-1302	7mer-m8	-0.03	 64	-0.03	0.244	N/A	-3.962
hsa-miR-503-5p	1303-1309	7mer-1A	-0.27	 97	-0.27	3.113	0.32	-4.568
