miRNA	Position in the UTR	seed match	context++ score	context++ score percentile	weighted context++ score	conserved branch length	Pct	Predicted relative KD
hsa-miR-485-5p	864-870	7mer-m8	-0.02	 18	0.00	0.144	N/A	-4.234
hsa-miR-4695-5p	866-872	7mer-m8	-0.09	 75	0.00	0.000	N/A	N/A
hsa-miR-4459	867-874	8mer	-0.03	 58	0.00	0.000	N/A	N/A
hsa-miR-4433a-3p	868-874	7mer-1A	-0.01	 39	0.00	0.010	N/A	N/A
hsa-miR-4768-3p	868-874	7mer-1A	-0.01	 29	0.00	0.082	N/A	N/A
hsa-miR-3664-3p	869-875	7mer-m8	-0.02	 33	0.00	0.000	N/A	N/A
hsa-miR-510-5p	870-877	8mer	-0.08	 71	0.00	0.000	N/A	-4.040
hsa-miR-512-5p	871-877	7mer-1A	-0.01	 45	0.00	0.082	N/A	N/A
hsa-miR-935	875-881	7mer-m8	-0.02	 57	0.00	0.010	N/A	N/A
hsa-miR-5588-3p	880-887	8mer	-0.16	 83	0.00	0.000	N/A	N/A
hsa-miR-2114-5p	881-887	7mer-1A	-0.06	 64	0.00	0.000	N/A	-4.164
hsa-miR-20b-3p	884-890	7mer-m8	-0.02	 30	0.00	0.000	N/A	N/A
hsa-miR-6720-3p	888-894	7mer-m8	-0.14	 50	0.00	0.000	N/A	N/A
hsa-miR-566	889-895	7mer-m8	-0.19	 82	0.00	0.000	N/A	N/A
hsa-miR-7150	894-900	7mer-m8	-0.02	 32	0.00	0.000	N/A	N/A
hsa-miR-4736	894-900	7mer-1A	-0.02	 32	0.00	0.000	N/A	N/A
hsa-miR-1207-5p	894-900	7mer-1A	-0.01	 28	0.00	0.000	N/A	N/A
hsa-miR-4763-3p	894-900	7mer-1A	-0.01	 26	0.00	0.000	N/A	N/A
hsa-miR-4755-3p	905-911	7mer-m8	-0.17	 80	0.00	0.000	N/A	N/A
hsa-miR-575	907-913	7mer-1A	-0.01	 54	0.00	0.010	N/A	N/A
hsa-miR-4676-5p	907-913	7mer-1A	-0.01	 44	0.00	0.010	N/A	N/A
hsa-miR-6858-3p	907-913	7mer-1A	-0.01	 42	0.00	0.000	N/A	N/A
hsa-miR-4662a-5p	908-914	7mer-1A	-0.04	 33	0.00	0.000	N/A	-3.305
hsa-miR-3613-3p	915-921	7mer-m8	-0.02	 36	0.00	0.000	N/A	N/A
hsa-miR-4684-5p	930-936	7mer-m8	-0.04	 61	0.00	0.000	N/A	N/A
hsa-miR-6818-3p	932-938	7mer-m8	-0.03	 51	0.00	0.000	N/A	N/A
hsa-miR-6895-3p	932-938	7mer-1A	-0.01	 32	0.00	0.000	N/A	N/A
hsa-miR-593-3p	932-938	7mer-1A	-0.01	 24	0.00	0.000	N/A	N/A
hsa-miR-4421	934-940	7mer-m8	-0.07	 62	0.00	0.000	N/A	N/A
hsa-miR-5699-3p	934-940	7mer-m8	-0.04	 50	0.00	0.000	N/A	N/A
hsa-miR-339-5p	935-941	7mer-m8	-0.19	 85	0.00	0.033	N/A	-3.979
hsa-miR-10b-5p	936-942	7mer-m8	-0.13	 84	0.00	0.033	< 0.1	-4.040
hsa-miR-10a-5p	936-942	7mer-m8	-0.12	 82	0.00	0.033	< 0.1	-4.040
hsa-miR-6732-3p	937-943	7mer-m8	-0.15	 83	0.00	0.000	N/A	N/A
hsa-miR-548as-3p	939-946	8mer	-0.03	 74	0.00	0.000	N/A	N/A
hsa-miR-548ay-3p	940-946	7mer-1A	-0.01	 54	0.00	0.082	N/A	N/A
hsa-miR-548at-3p	940-946	7mer-1A	-0.01	 53	0.00	0.082	N/A	N/A
hsa-miR-548ap-3p	940-946	7mer-1A	-0.01	 28	0.00	0.082	N/A	N/A
hsa-miR-548t-3p	940-946	7mer-1A	-0.01	 28	0.00	0.082	N/A	N/A
hsa-miR-548aa	940-946	7mer-1A	-0.01	 28	0.00	0.082	N/A	N/A
hsa-miR-4794	953-959	7mer-m8	-0.02	 39	0.00	0.000	N/A	N/A
hsa-miR-664a-5p	953-959	7mer-m8	-0.02	 32	0.00	0.000	N/A	N/A
hsa-miR-221-5p	955-961	7mer-1A	-0.12	 79	0.00	0.000	N/A	N/A
hsa-miR-8073	955-961	7mer-1A	-0.11	 77	0.00	0.000	N/A	N/A
hsa-miR-4793-5p	957-963	7mer-m8	-0.02	 34	0.00	0.000	N/A	N/A
hsa-miR-6502-3p	961-967	7mer-m8	-0.02	 45	0.00	0.000	N/A	N/A
hsa-miR-4786-5p	962-969	8mer	-0.12	 75	0.00	0.000	N/A	N/A
hsa-miR-769-5p	963-969	7mer-1A	-0.04	 54	0.00	0.000	N/A	-5.055
hsa-miR-6864-3p	964-970	7mer-1A	-0.01	 33	0.00	0.000	N/A	N/A
hsa-miR-3672	964-970	7mer-1A	-0.01	 23	0.00	0.000	N/A	N/A
hsa-miR-4461	965-971	7mer-m8	-0.02	 29	0.00	0.000	N/A	N/A
hsa-miR-5186	968-974	7mer-m8	-0.03	 49	0.00	0.000	N/A	N/A
hsa-miR-6888-5p	970-976	7mer-m8	-0.02	 49	0.00	0.000	N/A	N/A
hsa-miR-4768-3p	971-978	8mer	-0.11	 85	0.00	0.082	N/A	N/A
hsa-miR-4459	972-978	7mer-1A	-0.05	 67	0.00	0.000	N/A	N/A
hsa-miR-4433a-3p	972-978	7mer-1A	-0.02	 53	0.00	0.010	N/A	N/A
hsa-miR-4537	981-988	8mer	-0.36	 90	0.00	0.000	N/A	N/A
hsa-miR-556-5p	984-990	7mer-1A	-0.08	 79	0.00	0.082	N/A	-2.853
hsa-miR-4517	986-992	7mer-m8	-0.02	 39	0.00	0.000	N/A	N/A
hsa-miR-3646	991-998	8mer	-0.03	 77	0.00	0.000	N/A	N/A
hsa-miR-1252-3p	992-998	7mer-1A	-0.01	 53	0.00	0.000	N/A	N/A
hsa-miR-3692-3p	1001-1007	7mer-m8	-0.04	 59	0.00	0.082	N/A	N/A
hsa-miR-376a-5p	1005-1012	8mer	-0.03	 75	0.00	0.082	N/A	N/A
hsa-miR-4760-5p	1006-1013	8mer	-0.03	 56	0.00	0.000	N/A	N/A
hsa-miR-8061	1006-1013	8mer	-0.03	 55	0.00	0.000	N/A	N/A
hsa-miR-4676-3p	1011-1018	8mer	-0.10	 81	0.00	0.236	N/A	-3.589
hsa-miR-892c-3p	1011-1018	8mer	-0.10	 80	0.00	0.236	N/A	-3.441
hsa-miR-452-5p	1011-1018	8mer	-0.09	 78	0.00	0.236	N/A	-3.188
hsa-miR-3168	1017-1023	7mer-m8	-0.02	 49	0.00	0.000	N/A	N/A
hsa-miR-4682	1020-1027	8mer	-0.09	 81	0.00	0.000	N/A	N/A
hsa-miR-4303	1022-1028	7mer-1A	-0.02	 54	0.00	0.000	N/A	N/A
hsa-miR-103a-2-5p	1025-1031	7mer-1A	-0.01	 21	0.00	0.082	N/A	N/A
hsa-miR-6728-3p	1028-1035	8mer	-0.16	 90	0.00	0.000	N/A	N/A
hsa-miR-3191-5p	1030-1036	7mer-1A	-0.04	 59	0.00	0.000	N/A	N/A
hsa-miR-942-5p	1031-1037	7mer-m8	-0.02	 38	0.00	0.010	N/A	-2.238
hsa-miR-1255b-2-3p	1035-1041	7mer-m8	-0.05	 62	0.00	0.000	N/A	N/A
hsa-miR-7855-5p	1044-1050	7mer-1A	-0.01	 29	0.00	0.000	N/A	N/A
hsa-miR-129-1-3p	1049-1055	7mer-m8	-0.02	 33	0.00	0.148	< 0.1	-2.677
hsa-miR-129-2-3p	1049-1055	7mer-m8	-0.02	 33	0.00	0.148	< 0.1	-2.677
hsa-miR-6856-3p	1051-1057	7mer-m8	-0.10	 75	0.00	0.082	N/A	N/A
hsa-miR-188-3p	1055-1061	7mer-m8	-0.05	 49	0.00	0.000	N/A	N/A
hsa-miR-361-3p	1062-1068	7mer-1A	-0.08	 65	0.00	0.088	N/A	-1.511
hsa-miR-3679-3p	1063-1069	7mer-m8	-0.14	 79	0.00	0.000	N/A	N/A
hsa-miR-6841-3p	1080-1086	7mer-m8	-0.11	 66	0.00	0.000	N/A	N/A
hsa-miR-4780	1082-1088	7mer-1A	-0.18	 85	0.00	0.000	N/A	N/A
hsa-miR-623	1082-1089	8mer	-0.13	 84	0.00	0.000	N/A	N/A
hsa-miR-6780b-3p	1082-1088	7mer-1A	-0.09	 76	0.00	0.000	N/A	N/A
hsa-miR-4755-5p	1083-1090	8mer	-0.03	 60	0.00	0.000	N/A	N/A
hsa-miR-5006-3p	1083-1090	8mer	-0.03	 59	0.00	0.000	N/A	N/A
hsa-miR-211-5p	1083-1089	7mer-1A	-0.01	 26	0.00	0.018	< 0.1	-3.089
hsa-miR-204-5p	1083-1089	7mer-1A	-0.01	 26	0.00	0.018	< 0.1	-3.089
hsa-miR-4446-5p	1084-1090	7mer-m8	-0.02	 40	0.00	0.000	N/A	N/A
hsa-miR-6831-3p	1098-1104	7mer-1A	-0.01	 26	0.00	0.000	N/A	N/A
hsa-miR-378a-5p	1101-1107	7mer-m8	-0.12	 89	0.00	0.000	N/A	N/A
hsa-miR-3653-5p	1102-1109	8mer	-0.13	 91	0.00	0.000	N/A	N/A
hsa-miR-1976	1103-1109	7mer-1A	-0.04	 70	0.00	0.000	N/A	N/A
hsa-miR-4279	1104-1110	7mer-1A	-0.01	 35	0.00	0.000	N/A	N/A
hsa-miR-629-3p	1105-1111	7mer-1A	-0.04	 78	0.00	0.000	N/A	N/A
hsa-miR-7849-3p	1114-1120	7mer-1A	-0.02	 72	0.00	0.000	N/A	N/A
hsa-miR-4666a-3p	1115-1121	7mer-m8	-0.02	 71	0.00	0.000	N/A	N/A
hsa-miR-3613-3p	1128-1135	8mer	-0.03	 62	0.00	0.000	N/A	N/A
hsa-miR-607	1131-1137	7mer-1A	-0.01	 40	0.00	0.000	N/A	N/A
hsa-miR-4703-5p	1143-1149	7mer-m8	-0.03	 46	0.00	0.000	N/A	-3.042
hsa-miR-3942-5p	1143-1149	7mer-m8	-0.02	 32	0.00	0.000	N/A	-3.056
hsa-miR-6501-3p	1146-1152	7mer-m8	-0.07	 73	0.00	0.000	N/A	N/A
hsa-miR-542-3p	1150-1156	7mer-m8	-0.04	 52	0.00	0.111	N/A	-4.474
hsa-miR-6736-5p	1153-1159	7mer-m8	-0.02	 22	0.00	0.088	N/A	N/A
hsa-miR-4701-3p	1153-1159	7mer-m8	-0.02	 19	0.00	0.088	N/A	N/A
hsa-miR-1262	1153-1159	7mer-m8	-0.02	 19	0.00	0.088	N/A	N/A
hsa-miR-6776-5p	1154-1160	7mer-m8	-0.04	 53	0.00	0.000	N/A	N/A
hsa-miR-6742-3p	1155-1161	7mer-m8	-0.02	 48	0.00	0.000	N/A	N/A
hsa-miR-661	1156-1162	7mer-m8	-0.13	 75	0.00	0.088	N/A	N/A
hsa-miR-6849-3p	1159-1166	8mer	-0.04	 60	0.00	0.000	N/A	N/A
hsa-miR-6720-5p	1160-1166	7mer-m8	-0.07	 63	0.00	0.000	N/A	-3.680
hsa-miR-6512-3p	1160-1166	7mer-m8	-0.05	 56	0.00	0.000	N/A	-3.680
hsa-miR-766-3p	1161-1167	7mer-m8	-0.05	 66	0.00	0.010	N/A	N/A
hsa-miR-6737-3p	1166-1172	7mer-m8	-0.02	 36	0.00	0.000	N/A	N/A
hsa-miR-5008-3p	1166-1172	7mer-m8	-0.02	 35	0.00	0.000	N/A	N/A
hsa-miR-7157-3p	1166-1172	7mer-m8	-0.02	 35	0.00	0.000	N/A	N/A
hsa-miR-4318	1168-1174	7mer-1A	-0.01	 34	0.00	0.000	N/A	N/A
hsa-miR-892a	1168-1174	7mer-1A	-0.01	 32	0.00	0.010	N/A	N/A
hsa-miR-4693-5p	1168-1174	7mer-m8	-0.02	 28	0.00	0.000	N/A	N/A
hsa-miR-3670	1175-1181	7mer-1A	-0.15	 74	0.00	0.082	N/A	N/A
hsa-miR-139-5p	1181-1187	7mer-m8	-0.04	 65	0.00	0.137	< 0.1	-2.880
hsa-miR-3672	1186-1193	8mer	-0.12	 85	0.00	0.000	N/A	N/A
hsa-miR-6864-3p	1186-1193	8mer	-0.04	 78	0.00	0.000	N/A	N/A
hsa-miR-873-3p	1186-1192	7mer-1A	-0.03	 62	0.00	0.000	N/A	-3.097
hsa-miR-4433a-3p	1194-1200	7mer-m8	-0.02	 61	0.00	0.010	N/A	N/A
hsa-miR-665	1195-1201	7mer-m8	-0.15	 85	0.00	0.148	N/A	-2.483
hsa-miR-6840-3p	1196-1202	7mer-m8	-0.04	 73	0.00	0.000	N/A	N/A
hsa-miR-1273e	1204-1211	8mer	-0.16	 85	0.00	0.000	N/A	N/A
hsa-miR-6894-5p	1211-1217	7mer-m8	-0.08	 68	0.00	0.000	N/A	N/A
hsa-miR-7106-5p	1212-1219	8mer	-0.16	 87	0.00	0.000	N/A	N/A
hsa-miR-1273h-5p	1213-1219	7mer-m8	-0.15	 75	0.00	0.082	N/A	N/A
hsa-miR-30b-3p	1213-1219	7mer-m8	-0.13	 73	0.00	0.082	N/A	N/A
hsa-miR-3689b-3p	1213-1219	7mer-m8	-0.13	 73	0.00	0.082	N/A	N/A
hsa-miR-3689c	1213-1219	7mer-m8	-0.13	 73	0.00	0.082	N/A	N/A
hsa-miR-6780a-5p	1213-1219	7mer-m8	-0.12	 70	0.00	0.082	N/A	N/A
hsa-miR-6779-5p	1213-1219	7mer-m8	-0.11	 68	0.00	0.082	N/A	N/A
hsa-miR-3689a-3p	1213-1219	7mer-m8	-0.10	 68	0.00	0.082	N/A	N/A
hsa-miR-6785-5p	1213-1219	7mer-1A	-0.07	 65	0.00	0.000	N/A	N/A
hsa-miR-6883-5p	1213-1219	7mer-1A	-0.08	 61	0.00	0.000	N/A	N/A
hsa-miR-6799-5p	1213-1219	7mer-1A	-0.02	 58	0.00	0.000	N/A	N/A
hsa-miR-149-3p	1213-1219	7mer-1A	-0.08	 57	0.00	0.000	N/A	N/A
hsa-miR-4728-5p	1213-1219	7mer-1A	-0.05	 50	0.00	0.000	N/A	N/A
hsa-miR-1233-5p	1214-1220	7mer-m8	-0.13	 63	0.00	0.000	N/A	N/A
hsa-miR-6778-5p	1214-1220	7mer-m8	-0.12	 59	0.00	0.000	N/A	N/A
hsa-miR-4735-3p	1218-1224	7mer-1A	-0.03	 50	0.00	0.132	< 0.1	-1.622
hsa-miR-18b-5p	1218-1224	7mer-1A	-0.01	 35	0.00	0.132	< 0.1	-1.839
hsa-miR-18a-5p	1218-1224	7mer-1A	-0.01	 35	0.00	0.132	< 0.1	-1.839
hsa-miR-3975	1223-1229	7mer-m8	-0.06	 67	0.00	0.000	N/A	N/A
hsa-miR-4695-5p	1225-1231	7mer-m8	-0.17	 87	0.00	0.000	N/A	N/A
hsa-miR-4459	1226-1233	8mer	-0.11	 83	0.00	0.000	N/A	N/A
hsa-miR-4433a-3p	1227-1233	7mer-1A	-0.07	 84	0.00	0.010	N/A	N/A
hsa-miR-4768-3p	1227-1233	7mer-1A	-0.02	 37	0.00	0.082	N/A	N/A
hsa-miR-3664-3p	1228-1234	7mer-m8	-0.04	 58	0.00	0.000	N/A	N/A
hsa-miR-510-5p	1229-1236	8mer	-0.09	 75	0.00	0.000	N/A	-3.883
hsa-miR-512-5p	1230-1236	7mer-1A	-0.01	 35	0.00	0.082	N/A	N/A
hsa-miR-4712-5p	1234-1240	7mer-m8	-0.08	 70	0.00	0.010	N/A	-2.622
hsa-miR-770-5p	1234-1240	7mer-m8	-0.07	 67	0.00	0.010	N/A	-2.390
hsa-miR-3130-5p	1236-1242	7mer-m8	-0.08	 81	0.00	0.000	N/A	N/A
hsa-miR-4482-5p	1236-1242	7mer-m8	-0.07	 76	0.00	0.000	N/A	N/A
hsa-miR-183-5p.1	1253-1259	7mer-m8	-0.17	 88	0.00	0.043	< 0.1	-5.079
hsa-miR-4663	1263-1269	7mer-m8	-0.27	 96	0.00	0.000	N/A	N/A
hsa-miR-3613-3p	1273-1279	7mer-m8	-0.02	 36	0.00	0.000	N/A	N/A
hsa-miR-1283	1283-1290	8mer	-0.12	 81	0.00	0.010	N/A	N/A
hsa-miR-4684-5p	1286-1292	7mer-m8	-0.10	 78	0.00	0.000	N/A	N/A
hsa-miR-8087	1295-1301	7mer-m8	-0.02	 57	0.00	0.000	N/A	N/A
hsa-miR-4696	1297-1303	7mer-m8	-0.14	 85	0.00	0.000	N/A	N/A
hsa-miR-451b	1298-1304	7mer-m8	-0.02	 30	0.00	0.000	N/A	N/A
hsa-miR-3120-3p	1300-1306	7mer-m8	-0.02	 35	0.00	0.000	N/A	N/A
hsa-miR-196a-3p	1306-1312	7mer-m8	-0.03	 25	0.00	0.000	N/A	N/A
hsa-miR-1285-3p	1309-1315	7mer-m8	-0.07	 61	0.00	0.010	N/A	N/A
hsa-miR-5189-5p	1309-1315	7mer-m8	-0.05	 59	0.00	0.010	N/A	N/A
hsa-miR-3187-5p	1309-1315	7mer-m8	-0.04	 51	0.00	0.010	N/A	N/A
hsa-miR-6860	1309-1315	7mer-m8	-0.03	 45	0.00	0.010	N/A	N/A
hsa-miR-612	1309-1315	7mer-m8	-0.02	 39	0.00	0.010	N/A	N/A
hsa-miR-939-3p	1310-1316	7mer-m8	-0.15	 85	0.00	0.000	N/A	N/A
hsa-miR-7851-3p	1311-1317	7mer-m8	-0.14	 72	0.00	0.000	N/A	N/A
hsa-miR-490-3p	1312-1318	7mer-m8	-0.04	 61	0.00	0.111	< 0.1	-2.893
hsa-miR-4786-5p	1318-1324	7mer-m8	-0.06	 56	0.00	0.000	N/A	N/A
hsa-miR-4709-3p	1328-1334	7mer-m8	-0.02	 47	0.00	0.000	N/A	N/A
hsa-miR-3160-3p	1332-1339	8mer	-0.20	 90	0.00	0.000	N/A	N/A
hsa-miR-4487	1333-1339	7mer-1A	-0.12	 70	0.00	0.000	N/A	N/A
hsa-miR-558	1333-1339	7mer-1A	-0.03	 56	0.00	0.088	N/A	N/A
hsa-miR-638	1342-1348	7mer-m8	-0.16	 78	0.00	0.082	N/A	N/A
hsa-miR-4305	1351-1357	7mer-m8	-0.09	 55	0.00	0.000	N/A	N/A
hsa-miR-6503-3p	1354-1360	7mer-m8	-0.13	 81	0.00	0.000	N/A	N/A
hsa-miR-4759	1355-1361	7mer-m8	-0.07	 63	0.00	0.000	N/A	N/A
hsa-miR-7154-3p	1357-1363	7mer-m8	-0.20	 92	0.00	0.000	N/A	N/A
hsa-miR-7106-5p	1358-1365	8mer	-0.12	 81	0.00	0.000	N/A	N/A
hsa-miR-6780a-5p	1359-1366	8mer	-0.23	 89	0.00	0.000	N/A	N/A
hsa-miR-3689a-3p	1359-1366	8mer	-0.21	 88	0.00	0.000	N/A	N/A
hsa-miR-3689b-3p	1359-1366	8mer	-0.21	 88	0.00	0.000	N/A	N/A
hsa-miR-3689c	1359-1366	8mer	-0.21	 88	0.00	0.000	N/A	N/A
hsa-miR-30b-3p	1359-1366	8mer	-0.20	 87	0.00	0.000	N/A	N/A
hsa-miR-1273h-5p	1359-1366	8mer	-0.22	 87	0.00	0.000	N/A	N/A
hsa-miR-6779-5p	1359-1366	8mer	-0.21	 86	0.00	0.000	N/A	N/A
hsa-miR-6799-5p	1359-1365	7mer-1A	-0.07	 81	0.00	0.000	N/A	N/A
hsa-miR-6883-5p	1359-1365	7mer-1A	-0.09	 64	0.00	0.000	N/A	N/A
hsa-miR-6785-5p	1359-1365	7mer-1A	-0.06	 61	0.00	0.000	N/A	N/A
hsa-miR-149-3p	1359-1365	7mer-1A	-0.09	 61	0.00	0.000	N/A	N/A
hsa-miR-4728-5p	1359-1365	7mer-1A	-0.06	 54	0.00	0.000	N/A	N/A
hsa-miR-887-5p	1360-1367	8mer	-0.11	 74	0.00	0.000	N/A	N/A
hsa-miR-30c-2-3p	1360-1366	7mer-1A	-0.08	 71	0.00	0.000	N/A	N/A
hsa-miR-6788-5p	1360-1366	7mer-1A	-0.08	 69	0.00	0.000	N/A	N/A
hsa-miR-30c-1-3p	1360-1366	7mer-1A	-0.04	 57	0.00	0.000	N/A	N/A
hsa-miR-6513-5p	1361-1367	7mer-1A	-0.03	 64	0.00	0.000	N/A	N/A
hsa-miR-3122	1361-1367	7mer-1A	-0.01	 41	0.00	0.000	N/A	N/A
hsa-miR-450a-1-3p	1361-1367	7mer-1A	-0.03	 38	0.00	0.000	N/A	N/A
hsa-miR-3913-5p	1361-1367	7mer-1A	-0.01	 35	0.00	0.000	N/A	N/A
hsa-miR-383-3p	1367-1373	7mer-m8	-0.02	 34	0.00	0.000	N/A	N/A
hsa-miR-7977	1370-1376	7mer-m8	-0.13	 87	0.00	0.000	N/A	N/A
hsa-miR-4284	1385-1392	8mer	-0.03	 65	0.00	0.000	N/A	N/A
hsa-miR-24-3p	1386-1392	7mer-1A	-0.01	 25	0.00	0.132	< 0.1	-2.259
hsa-miR-5693	1389-1395	7mer-m8	-0.05	 80	0.00	0.000	N/A	N/A
hsa-miR-128-3p	1391-1397	7mer-m8	-0.02	 40	0.00	0.132	< 0.1	-2.389
hsa-miR-216a-3p	1391-1397	7mer-m8	-0.02	 38	0.00	0.132	< 0.1	-2.655
hsa-miR-3681-3p	1391-1397	7mer-m8	-0.02	 36	0.00	0.132	< 0.1	-2.645
hsa-miR-6836-5p	1397-1403	7mer-m8	-0.16	 81	0.00	0.088	N/A	N/A
hsa-miR-6132	1397-1403	7mer-m8	-0.13	 76	0.00	0.088	N/A	N/A
hsa-miR-4763-3p	1398-1405	8mer	-0.18	 84	0.00	0.000	N/A	N/A
hsa-miR-1207-5p	1398-1405	8mer	-0.16	 81	0.00	0.000	N/A	N/A
hsa-miR-4736	1399-1405	7mer-1A	-0.05	 63	0.00	0.000	N/A	N/A
hsa-miR-7150	1399-1405	7mer-m8	-0.06	 58	0.00	0.000	N/A	N/A
hsa-miR-6868-5p	1400-1406	7mer-m8	-0.10	 71	0.00	0.000	N/A	N/A
hsa-miR-548ar-3p	1404-1410	7mer-m8	-0.02	 61	0.00	0.010	N/A	N/A
hsa-miR-548a-3p	1404-1410	7mer-m8	-0.02	 60	0.00	0.010	N/A	N/A
hsa-miR-548e-3p	1404-1410	7mer-m8	-0.02	 59	0.00	0.010	N/A	N/A
hsa-miR-548az-3p	1404-1410	7mer-m8	-0.02	 59	0.00	0.010	N/A	N/A
hsa-miR-548f-3p	1404-1410	7mer-m8	-0.02	 59	0.00	0.010	N/A	N/A
hsa-miR-548x-3p	1405-1411	7mer-m8	-0.02	 68	0.00	0.000	N/A	N/A
hsa-miR-548am-3p	1405-1411	7mer-m8	-0.02	 67	0.00	0.000	N/A	N/A
hsa-miR-548aj-3p	1405-1411	7mer-m8	-0.02	 67	0.00	0.000	N/A	N/A
hsa-miR-548j-3p	1405-1411	7mer-m8	-0.02	 67	0.00	0.000	N/A	N/A
hsa-miR-548aq-3p	1405-1411	7mer-m8	-0.02	 67	0.00	0.000	N/A	N/A
hsa-miR-548ae-3p	1405-1411	7mer-m8	-0.02	 67	0.00	0.000	N/A	N/A
hsa-miR-548ah-3p	1405-1411	7mer-m8	-0.02	 67	0.00	0.000	N/A	N/A
hsa-miR-3613-3p	1418-1424	7mer-m8	-0.02	 36	0.00	0.000	N/A	N/A
hsa-miR-7848-3p	1440-1446	7mer-m8	-0.23	 88	0.00	0.000	N/A	N/A
hsa-miR-5011-5p	1445-1451	7mer-m8	-0.02	 37	0.00	0.000	N/A	N/A
hsa-miR-1277-5p	1446-1452	7mer-m8	-0.02	 53	0.00	0.000	N/A	-3.019
hsa-miR-4659b-5p	1454-1460	7mer-m8	-0.12	 79	0.00	0.000	N/A	N/A
hsa-miR-4659a-5p	1454-1460	7mer-m8	-0.11	 75	0.00	0.000	N/A	N/A
hsa-miR-6872-3p	1457-1463	7mer-m8	-0.25	 93	0.00	0.000	N/A	N/A
hsa-miR-197-3p	1461-1467	7mer-1A	-0.08	 77	0.00	0.010	N/A	-2.359
hsa-miR-5096	1462-1469	8mer	-0.06	 89	0.00	0.000	N/A	N/A
hsa-miR-4704-5p	1477-1483	7mer-1A	-0.06	 76	0.00	0.000	N/A	N/A
hsa-miR-338-5p	1482-1488	7mer-1A	-0.03	 69	0.00	0.000	N/A	N/A
hsa-miR-4666a-3p	1483-1490	8mer	-0.06	 88	0.00	0.000	N/A	N/A
hsa-miR-98-3p	1484-1490	7mer-m8	-0.11	 87	0.00	0.000	N/A	N/A
hsa-let-7f-1-3p	1484-1490	7mer-m8	-0.10	 84	0.00	0.000	N/A	N/A
hsa-let-7b-3p	1484-1490	7mer-m8	-0.09	 83	0.00	0.000	N/A	N/A
hsa-let-7a-3p	1484-1490	7mer-m8	-0.09	 82	0.00	0.000	N/A	N/A
hsa-miR-300	1484-1490	7mer-1A	-0.03	 76	0.00	0.018	N/A	-2.231
hsa-miR-381-3p	1484-1490	7mer-1A	-0.01	 48	0.00	0.018	N/A	-2.231
hsa-miR-203a-3p.2	1490-1496	7mer-1A	-0.01	 50	0.00	0.136	< 0.1	-2.469
hsa-miR-510-3p	1491-1497	7mer-1A	-0.01	 43	0.00	0.000	N/A	N/A
hsa-miR-203a-3p.2	1498-1504	7mer-1A	-0.01	 50	0.00	0.136	< 0.1	N/A
hsa-miR-510-3p	1499-1505	7mer-1A	-0.01	 43	0.00	0.000	N/A	N/A
hsa-miR-4504	1511-1518	8mer	-0.24	 95	0.00	0.000	N/A	N/A
hsa-miR-542-3p	1512-1518	7mer-1A	-0.12	 78	0.00	0.000	N/A	-4.472
hsa-miR-758-3p	1513-1520	8mer	-0.27	 96	0.00	0.000	N/A	-4.995
hsa-miR-6808-3p	1513-1519	7mer-1A	-0.08	 79	0.00	0.000	N/A	N/A
hsa-miR-5010-3p	1515-1521	7mer-1A	-0.06	 77	0.00	0.000	N/A	N/A
hsa-miR-2113	1515-1521	7mer-1A	-0.01	 42	0.00	0.000	N/A	N/A
hsa-miR-3671	1523-1529	7mer-m8	-0.02	 41	0.00	0.000	N/A	N/A
hsa-miR-372-5p	1524-1530	7mer-m8	-0.02	 64	0.00	0.000	N/A	N/A
hsa-miR-1306-5p	1528-1534	7mer-1A	-0.07	 65	0.00	0.043	< 0.1	-3.566
hsa-miR-4803	1535-1541	7mer-1A	-0.01	 30	0.00	0.000	N/A	N/A
hsa-miR-302c-5p	1536-1542	7mer-m8	-0.02	 58	0.00	0.000	N/A	N/A
hsa-miR-3143	1536-1542	7mer-1A	-0.01	 28	0.00	0.000	N/A	N/A
hsa-miR-551b-5p	1548-1555	8mer	-0.03	 87	0.00	0.000	N/A	N/A
hsa-miR-6514-5p	1559-1566	8mer	-0.36	 98	0.00	0.000	N/A	N/A
hsa-miR-4802-5p	1560-1566	7mer-1A	-0.11	 76	0.00	0.000	N/A	N/A
hsa-miR-8076	1561-1567	7mer-m8	-0.11	 75	0.00	0.000	N/A	N/A
hsa-miR-5583-3p	1562-1568	7mer-m8	-0.06	 88	0.00	0.000	N/A	N/A
hsa-miR-338-5p	1564-1570	7mer-m8	-0.02	 51	0.00	0.000	N/A	N/A
hsa-miR-4477a	1572-1578	7mer-1A	-0.01	 46	0.00	0.000	N/A	N/A
hsa-miR-101-5p	1575-1581	7mer-1A	-0.01	 56	0.00	0.000	N/A	N/A
hsa-miR-1244	1577-1583	7mer-m8	-0.16	 84	0.00	0.010	N/A	N/A
hsa-miR-3973	1580-1586	7mer-m8	-0.09	 84	0.00	0.000	N/A	N/A
hsa-miR-520d-5p	1582-1588	7mer-m8	-0.02	 68	0.00	0.000	N/A	-4.170
hsa-miR-524-5p	1582-1588	7mer-m8	-0.02	 67	0.00	0.000	N/A	-4.170
hsa-miR-150-3p	1585-1592	8mer	-0.36	 95	0.00	0.000	N/A	N/A
hsa-miR-1263	1586-1592	7mer-1A	-0.15	 74	0.00	0.010	N/A	N/A
